label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
optimizer:PSO,3,PSO,"second category is SI based techniques, which imitate the intelligent social behavior of animal groups. Besides they collect and utilize the full information about search space with the progress of algorithm. Particle swarm optimization (PSO) (Eberhart and Kennedy 1995) and artificial bee colony (ABC) (Karaboga and Basturk 2007) can be regarded as the representative algorithms of SI. Several recent SI algorithms have also been proposed, such as grey wolf optimizer (GWO) (Mi",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:GWO,3,GWO,"tion (PSO) (Eberhart and Kennedy 1995) and artificial bee colony (ABC) (Karaboga and Basturk 2007) can be regarded as the representative algorithms of SI. Several recent SI algorithms have also been proposed, such as grey wolf optimizer (GWO) (Mirjalili et al. 2014), moth-flame optimization (MFO) (Mirjalili 2015), whale optimization algorithm (WOA) (Mirjalili and Lewis 2016) and squirrel search algorithm (SSA) (Jain et al. 2019). The PB algorithms are inspired from basic ph",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:GWO,6,GWO,"arning, smoothing technique and parallel optimization mechanism strategies to improve the search efficiency for the best solution.  Evaluate the performance of HPHHO on 4 benchmark problems in comparison with other NIAs, including PSO, GWO, MFO, ABCimp2, MVO, WOA, WOASA, HHO and HHODE.",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:GA,3,Genetic algorithm,"al. 2018). NIAs can be broadly divided into three categories: evolutionary algorithms (EAs), swarm intelligence (SI) and physics-based (PB) algorithms (Jain et al. 2019). EAs mimic the evolutionary behavior of creatures found in nature. Genetic algorithm (GA) and differential evolution (DE) (Storn and Price 1997) algorithm can be considered as the common standard forms of EAs. The second category is SI based techniques, which imitate the intelligent social behavior of animal groups. Bes",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:GA,4,genetic algorithm,"d generate high quality Pareto front of the multi-objective trajectory optimization problem of space maneuver vehicles (SMV). In their follow-up work (Chai et al. 2018; Chai et al. 2020), they successively developed gradient-based hybrid genetic algorithm (GHGA) and novel NSGA-III-based optimal control solver to address multi-objective spacecraft trajectory optimization problems, and the efficiency and feasibility of these algorithms are particularly attractive and can offer an alternati",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:WOA,29,whale optimization algorithm,"43. https://doi.org/10.1109/ MHS.1995.494215 Floudas CA, Pardalos PM, Adjiman C (1999) Handbook of test problems in local and global optimization. Kluwer Academic Publishers Gharehchopogh FS, Gholizadeh H (2019) A comprehensive survey: whale optimization algorithm and its applications. Swarm Evol Comput 48:1–24. https://doi.org/10.1016/j.swevo.2019.03.004 Graichen K, Petit N (2008) Constructive methods for initialization and handling mixed state-input constraints in optimal control. J Guid Contro",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:WOA,29,whale optimization algorithm,"tion and handling mixed state-input constraints in optimal control. J Guid Control Dyn 31:1334–1343. https://doi.org/10.2514/1.33870 Hashemi H, Mirjalili S (2018) A parallel numerical method for solving optimal control problems based on whale optimization algorithm. Knowledge-Based Syst 151:114–123. https://doi.org/10.1016/j.knosys.2018.03.024 He Q, Wang L (2007) An effective co-evolutionary particle swarm optimization for constrained engineering design problems. Eng Appl Artif Intell 20:89–99. h",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:Simulated Annealing,4,simulated annealing,"3 prevailing methods of this category are simulated annealing (SA) (Kirkpatrick et al. 1983), multi-verse optimizer (MVO) (Mirjalili et al. 2016) and gravitational search algorithm (GSA) (Rashedi et al. 2009). Despite many prominent NIAs, there is no single optimization technique that can optimall",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:Simulated Annealing,30,simulated annealing,"A powerful and efficient algorithm for numerical function optimization: artificial bee colony (ABC) algorithm. J Glob Optim 39:459–471. https://doi.org/10.1007/s10898-007-9149-x Kirkpatrick S, Gelatt CD, Vecchi MP (1983) Optimization by simulated annealing. Science 220:671–680 Li ZH, Hu C, Ding CB et al (2018) Stochastic gradient particle swarm optimization based entry trajectory rapid planning for hypersonic glide vehicles. Aerosp Sci Technol 76:176–186. https://doi.org/10.1016/j.ast.201",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:Differential Evolution,2,differential evolution,"ing order on the basis of the fitness function values, and the top half of the resulting population is selected as the initial population. The selected initial population is divided into two equal subpopulations which are assigned to the differential evolution and the HHO algorithm, respectively. The both algorithms operate in parallel to search and update the solutions of each subpopulation simultaneously. Then the solutions are smoothed for each iteration by the smoothing technique to reduc",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:Differential Evolution,3,differential evolution,"adly divided into three categories: evolutionary algorithms (EAs), swarm intelligence (SI) and physics-based (PB) algorithms (Jain et al. 2019). EAs mimic the evolutionary behavior of creatures found in nature. Genetic algorithm (GA) and differential evolution (DE) (Storn and Price 1997) algorithm can be considered as the common standard forms of EAs. The second category is SI based techniques, which imitate the intelligent social behavior of animal groups. Besides they collect and utilize th",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimizer:Sine Cosine,30,sine cosine algorithm,"the differential evolution heuristic for enhanced initialization of the k-means algorithm with applications in text clustering. Soft Comput 23:6361–6378. https://doi.org/10.1007/s00500-018-3289-4 Nenavath H, Jatoth RK (2018) Hybridizing sine cosine algorithm with differential evolution for global optimization and object tracking. Appl Soft Comput 62:1019–1043. https://doi.org/10.1016/j.asoc.2017.09.039",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimization_role:feature selection,4,feature selection,", and some of them can reduce execution time (Ridha et al. 2020). Thus, they have been widely carried out to realize different real-world cases. For instance, the hybridization of grasshopper and new cat swarm optimization algorithm for feature selection (Bansal et al. 2020), a hybridized version of the existing DE and symbiotic organism search algorithms for OPF problem (Saha et al. 2020), the incorporation of whale and sine-cosine optimizers with cellular topology for different paramet",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
optimization_role:feature selection,29,feature selection,"ion: a comprehensive review of recent variants and applications. Neural Comput Appl. https://doi.org/10.1007/s00521-021-05720-5 Bansal P, Kumar S, Pasrija S et al (2020) A hybrid grasshopper and new cat swarm optimization algorithm for feature selection and optimization of multi-layer perceptron. Soft Comput 24:15463–15489. https://doi.org/10.1007/s00500-020-04877-w Bao XL, Jia HM, Lang CB (2019) A novel hybrid harris hawks optimization for color image multilevel thresholding segmentat",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
metric:Contrast,27,contrast,"n some optimization results are difficult to satisfy the dynamic model and path constraints, such as the results of GPM optimization in (Zhang et al. 2020). The efficiency of GPOPS largely depends on the specific optimization problem. In contrast, the proposed algorithm HPHHO does not require a priori knowledge of the optimal solution and can automatically detect the region in the solution within the interval of user-defined control variables. In addition, it can avoid solving th",31,A Hybrid Parallel Harris Hawks Optimization Algorithm for Reusable Launch Vehicle Reentry Trajectory Optimization With No-fly Zones,10.21203/rs.3.rs-554106/v1,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\031_NA_A_Hybrid_Parallel_Harris_Hawks_Optimization_Algorithm_for_Reusable_Launch_Vehicle_Reentry_Trajectory_Optimization_With_No-fly.pdf
